fold,sample_idx,gaia_index,fti_pred,rcl_pred,rcl_pred_service,n_real_services,has_raw_log,metric_top1_service,metric_top1_service_idx,metric_top1_weight,metric_top1_lift,metric_top1_is_rcl_pred,metric_top1_n_events,trace_top1_service,trace_top1_service_idx,trace_top1_weight,trace_top1_lift,trace_top1_is_rcl_pred,trace_top1_n_events,log_top1_service,log_top1_service_idx,log_top1_weight,log_top1_lift,log_top1_is_rcl_pred,log_top1_n_events,winning_modality,rcl_true,fti_true,rcl_correct,fti_correct
0,10,45,2.0,4,mobservice1,10,True,mobservice1,4,0.1688675880432129,1.688675880432129,True,30,mobservice1,4,0.2909291088581085,2.909291088581085,True,4,dbservice1,0,0.18324680626392365,1.8324680626392365,False,5,trace,4,2,True,True
0,11,47,2.0,4,mobservice1,10,True,mobservice1,4,0.17956304550170898,1.7956304550170898,True,15,mobservice1,4,0.26127931475639343,2.6127931475639343,True,4,dbservice1,0,0.2207469940185547,2.207469940185547,False,4,trace,4,2,True,True
0,12,68,2.0,4,mobservice1,10,True,mobservice1,4,0.16572046279907227,1.6572046279907227,True,11,mobservice1,4,0.2517380118370056,2.517380118370056,True,5,dbservice1,0,0.2089252769947052,2.089252769947052,False,4,trace,4,2,True,True
0,13,70,2.0,4,mobservice1,10,True,mobservice1,4,0.18130970001220703,1.8130970001220703,True,18,mobservice1,4,0.3575119376182556,3.575119376182556,True,4,dbservice1,0,0.1790943443775177,1.790943443775177,False,4,trace,4,2,True,True
0,14,75,2.0,4,mobservice1,10,True,mobservice1,4,0.18035411834716797,1.8035411834716797,True,25,mobservice1,4,0.21988850831985474,2.1988850831985474,True,4,dbservice1,0,0.16487140953540802,1.6487140953540802,False,5,trace,4,2,True,True
0,15,76,2.0,4,mobservice1,10,True,mobservice1,4,0.16674089431762695,1.6674089431762695,True,11,mobservice1,4,0.311808705329895,3.11808705329895,True,3,dbservice1,0,0.2094537615776062,2.094537615776062,False,5,trace,4,2,True,True
0,16,80,2.0,4,mobservice1,10,True,mobservice1,4,0.17099618911743164,1.7099618911743164,True,16,mobservice1,4,0.24644827842712402,2.4644827842712402,True,4,dbservice1,0,0.1861124038696289,1.861124038696289,False,5,trace,4,2,True,True
0,17,103,2.0,4,mobservice1,10,True,mobservice1,4,0.18553805351257324,1.8553805351257324,True,5,mobservice1,4,0.32052698731422424,3.2052698731422424,True,3,dbservice1,0,0.1659088134765625,1.659088134765625,False,5,trace,4,2,True,True
0,18,107,2.0,4,mobservice1,10,True,mobservice1,4,0.17293310165405273,1.7293310165405273,True,21,mobservice1,4,0.2536740005016327,2.536740005016327,True,4,dbservice1,0,0.21487048268318176,2.1487048268318176,False,4,trace,4,2,True,True
0,19,110,2.0,4,mobservice1,10,True,mobservice1,4,0.1784498691558838,1.784498691558838,True,15,mobservice1,4,0.2985784411430359,2.985784411430359,True,4,dbservice1,0,0.1833381950855255,1.8333819508552551,False,5,trace,4,2,True,True
0,20,113,2.0,5,mobservice2,10,True,mobservice1,4,0.17442703247070312,1.7442703247070312,False,13,redisservice1,6,0.23700162768363953,2.3700162768363953,False,2,dbservice1,0,0.18324680626392365,1.8324680626392365,False,5,trace,5,2,True,True
0,21,119,2.0,5,mobservice2,10,True,mobservice1,4,0.17185211181640625,1.7185211181640625,False,19,dbservice2,1,0.28174036741256714,2.8174036741256714,False,2,redisservice2,7,0.16889673471450806,1.6889673471450806,False,4,trace,5,2,True,True
0,22,121,2.0,5,mobservice2,10,True,mobservice1,4,0.16424083709716797,1.6424083709716797,False,16,dbservice2,1,0.2798539400100708,2.798539400100708,False,2,dbservice1,0,0.18688201904296875,1.8688201904296875,False,4,trace,5,2,True,True
0,23,123,2.0,5,mobservice2,10,True,mobservice1,4,0.17904400825500488,1.7904400825500488,False,16,mobservice1,4,0.2917114794254303,2.917114794254303,False,3,dbservice1,0,0.1762271672487259,1.762271672487259,False,4,trace,5,2,True,True
0,24,125,2.0,4,mobservice1,10,True,redisservice2,7,0.13241958618164062,1.3241958618164062,False,38,dbservice2,1,0.35101318359375,3.5101318359375,False,3,dbservice1,0,0.1648484170436859,1.6484841704368591,False,6,trace,5,2,False,True
0,25,132,2.0,5,mobservice2,10,True,mobservice1,4,0.18013286590576172,1.8013286590576172,False,22,dbservice2,1,0.2169523537158966,2.169523537158966,False,3,dbservice1,0,0.2039930373430252,2.039930373430252,False,5,trace,5,2,True,True
0,26,135,2.0,5,mobservice2,10,True,mobservice1,4,0.18636035919189453,1.8636035919189453,False,24,dbservice2,1,0.2579227387905121,2.579227387905121,False,2,redisservice2,7,0.20383654534816742,2.038365453481674,False,1,trace,5,2,True,True
0,27,137,2.0,4,mobservice1,10,True,mobservice1,4,0.17926406860351562,1.7926406860351562,True,24,redisservice1,6,0.23966804146766663,2.3966804146766663,False,5,dbservice1,0,0.1886282116174698,1.8862821161746979,False,3,trace,5,2,False,True
0,28,138,2.0,4,mobservice1,10,True,mobservice1,4,0.16873931884765625,1.6873931884765625,True,8,mobservice1,4,0.31489914655685425,3.1489914655685425,True,3,dbservice1,0,0.20371156930923462,2.037115693092346,False,4,trace,5,2,False,True
0,29,140,2.0,5,mobservice2,10,True,mobservice1,4,0.1653742790222168,1.653742790222168,False,12,logservice1,2,0.24554303288459778,2.455430328845978,False,2,dbservice1,0,0.18735235929489136,1.8735235929489136,False,4,trace,5,2,True,True
0,30,143,2.0,5,mobservice2,10,True,mobservice1,4,0.15505599975585938,1.5505599975585938,False,18,redisservice1,6,0.22056888043880463,2.2056888043880463,False,1,redisservice2,7,0.15820342302322388,1.5820342302322388,False,4,trace,5,2,True,True
0,31,146,2.0,4,mobservice1,10,True,mobservice1,4,0.16606473922729492,1.6606473922729492,True,26,redisservice1,6,0.33036279678344727,3.3036279678344727,False,5,dbservice1,0,0.164190411567688,1.6419041156768799,False,4,trace,5,2,False,True
0,32,149,2.0,4,mobservice1,10,True,mobservice1,4,0.18519878387451172,1.8519878387451172,True,11,mobservice1,4,0.2168239802122116,2.168239802122116,True,1,dbservice1,0,0.17154081165790558,1.7154081165790558,False,4,trace,5,2,False,True
0,33,152,2.0,5,mobservice2,10,True,mobservice1,4,0.17278242111206055,1.7278242111206055,False,12,dbservice2,1,0.28822511434555054,2.8822511434555054,False,2,dbservice1,0,0.19054050743579865,1.9054050743579865,False,5,trace,5,2,True,True
0,34,160,2.0,5,mobservice2,10,True,mobservice1,4,0.17651653289794922,1.7651653289794922,False,12,redisservice1,6,0.24874426424503326,2.4874426424503326,False,3,dbservice1,0,0.17449720203876495,1.7449720203876495,False,4,trace,5,2,True,True
0,35,168,2.0,5,mobservice2,10,True,mobservice1,4,0.1788771152496338,1.788771152496338,False,13,redisservice1,6,0.2380875200033188,2.380875200033188,False,2,dbservice1,0,0.18324680626392365,1.8324680626392365,False,5,trace,5,2,True,True
0,36,171,2.0,4,mobservice1,10,True,mobservice1,4,0.169830322265625,1.69830322265625,True,7,dbservice2,1,0.22448422014713287,2.2448422014713287,False,3,dbservice1,0,0.18861885368824005,1.8861885368824005,False,5,trace,5,2,False,True
0,37,176,2.0,4,mobservice1,10,True,mobservice1,4,0.17060327529907227,1.7060327529907227,True,20,redisservice1,6,0.30549585819244385,3.0549585819244385,False,2,redisservice2,7,0.1582256555557251,1.582256555557251,False,4,trace,5,2,False,True
0,38,188,2.0,5,mobservice2,10,True,mobservice1,4,0.17205381393432617,1.7205381393432617,False,5,webservice1,8,0.21043884754180908,2.104388475418091,False,0,dbservice1,0,0.18081477284431458,1.8081477284431458,False,5,trace,5,2,True,True
0,39,189,2.0,4,mobservice1,10,True,mobservice1,4,0.16717302799224854,1.6717302799224854,True,7,mobservice1,4,0.33073943853378296,3.3073943853378296,True,2,dbservice1,0,0.18732264637947083,1.8732264637947083,False,4,trace,5,2,False,True
0,40,190,2.0,4,mobservice1,10,True,webservice1,8,0.15856009721755981,1.5856009721755981,False,10,dbservice2,1,0.16986706852912903,1.6986706852912903,False,2,dbservice1,0,0.18324680626392365,1.8324680626392365,False,5,log,5,2,False,True
0,41,193,2.0,5,mobservice2,10,True,mobservice1,4,0.1741952896118164,1.741952896118164,False,15,dbservice1,0,0.21026189625263214,2.1026189625263214,False,1,dbservice1,0,0.18137460947036743,1.8137460947036743,False,4,trace,5,2,True,True
0,42,207,2.0,5,mobservice2,10,True,mobservice1,4,0.16857647895812988,1.6857647895812988,False,16,mobservice2,5,0.19517125189304352,1.9517125189304352,True,3,dbservice1,0,0.1988031417131424,1.988031417131424,False,5,log,5,2,True,True
0,43,212,2.0,5,mobservice2,10,True,mobservice1,4,0.16030311584472656,1.6030311584472656,False,13,mobservice2,5,0.21637462079524994,2.1637462079524994,True,3,dbservice1,0,0.17952080070972443,1.7952080070972443,False,5,trace,5,2,True,True
0,44,216,2.0,4,mobservice1,10,True,mobservice1,4,0.1851973533630371,1.851973533630371,True,6,mobservice1,4,0.3029482662677765,3.029482662677765,True,3,dbservice1,0,0.20557788014411926,2.0557788014411926,False,4,trace,5,2,False,True
0,45,224,2.0,5,mobservice2,10,True,mobservice1,4,0.17293453216552734,1.7293453216552734,False,13,redisservice1,6,0.2709469497203827,2.709469497203827,False,4,dbservice1,0,0.1807243973016739,1.807243973016739,False,4,trace,5,2,True,True
0,46,228,2.0,5,mobservice2,10,True,mobservice1,4,0.17953968048095703,1.7953968048095703,False,14,redisservice1,6,0.2425903081893921,2.425903081893921,False,4,redisservice2,7,0.1582256555557251,1.582256555557251,False,4,trace,5,2,True,True
0,47,230,2.0,4,mobservice1,10,True,mobservice1,4,0.17638945579528809,1.7638945579528809,True,48,mobservice1,4,0.33420905470848083,3.3420905470848083,True,6,redisservice2,7,0.19288988411426544,1.9288988411426544,False,5,trace,3,3,False,False
0,48,231,2.0,4,mobservice1,10,True,mobservice1,4,0.14900243282318115,1.4900243282318115,True,31,redisservice1,6,0.24966299533843994,2.4966299533843994,False,6,redisservice2,7,0.17597192525863647,1.7597192525863647,False,5,trace,0,3,False,False
0,49,232,2.0,4,mobservice1,10,True,redisservice2,7,0.1355915069580078,1.3559150695800781,False,61,mobservice1,4,0.3017595708370209,3.0175957083702087,True,5,redisservice2,7,0.17960882186889648,1.7960882186889648,False,5,trace,0,3,False,False
0,50,234,2.0,4,mobservice1,10,True,logservice2,3,0.1421663761138916,1.421663761138916,False,44,mobservice1,4,0.30261674523353577,3.0261674523353577,True,5,dbservice1,0,0.17656472325325012,1.7656472325325012,False,10,trace,9,3,False,False
0,51,243,2.0,4,mobservice1,10,True,mobservice1,4,0.17763280868530273,1.7763280868530273,True,26,mobservice1,4,0.26663148403167725,2.6663148403167725,True,1,dbservice1,0,0.2089252769947052,2.089252769947052,False,4,trace,5,2,False,True
0,52,259,2.0,5,mobservice2,10,True,mobservice1,4,0.17786383628845215,1.7786383628845215,False,12,dbservice2,1,0.3031187057495117,3.031187057495117,False,1,redisservice2,7,0.15261930227279663,1.5261930227279663,False,4,trace,5,2,True,True
0,53,261,2.0,5,mobservice2,10,True,mobservice1,4,0.1726682186126709,1.726682186126709,False,13,webservice1,8,0.23427096009254456,2.3427096009254456,False,0,mobservice1,4,0.14779844880104065,1.4779844880104065,False,5,trace,5,2,True,True
0,54,270,2.0,4,mobservice1,10,True,mobservice1,4,0.1833958625793457,1.833958625793457,True,13,mobservice1,4,0.29744112491607666,2.9744112491607666,True,4,dbservice1,0,0.18324680626392365,1.8324680626392365,False,5,trace,5,2,False,True
0,55,290,2.0,5,mobservice2,10,True,mobservice1,4,0.1829836368560791,1.829836368560791,False,16,dbservice2,1,0.18011802434921265,1.8011802434921265,False,0,dbservice1,0,0.1776248961687088,1.776248961687088,False,5,metric,5,2,True,True
0,56,292,2.0,4,mobservice1,10,True,mobservice1,4,0.18141794204711914,1.8141794204711914,True,19,dbservice2,1,0.2601352035999298,2.601352035999298,False,2,dbservice1,0,0.207767516374588,2.07767516374588,False,4,trace,5,2,False,True
0,57,297,2.0,5,mobservice2,10,True,mobservice1,4,0.181396484375,1.81396484375,False,14,mobservice1,4,0.2685937285423279,2.685937285423279,False,1,dbservice1,0,0.1742854118347168,1.742854118347168,False,4,trace,5,2,True,True
0,58,307,3.0,3,logservice2,10,True,mobservice1,4,0.1632927656173706,1.632927656173706,False,49,redisservice1,6,0.2890281081199646,2.890281081199646,False,9,mobservice1,4,0.19164031744003296,1.9164031744003296,False,5,trace,5,3,False,True
0,59,308,2.0,4,mobservice1,10,True,mobservice1,4,0.16262149810791016,1.6262149810791016,True,19,mobservice1,4,0.31599557399749756,3.1599557399749756,True,4,dbservice1,0,0.20349696278572083,2.0349696278572083,False,4,trace,5,2,False,True
0,60,318,2.0,5,mobservice2,10,True,logservice2,3,0.15543365478515625,1.5543365478515625,False,12,redisservice1,6,0.26588648557662964,2.6588648557662964,False,4,dbservice1,0,0.18324680626392365,1.8324680626392365,False,5,trace,5,2,True,True
0,61,321,2.0,4,mobservice1,10,True,redisservice2,7,0.14736652374267578,1.4736652374267578,False,8,mobservice1,4,0.1988387405872345,1.988387405872345,True,3,dbservice1,0,0.15693441033363342,1.5693441033363342,False,6,trace,5,2,False,True
0,62,324,2.0,5,mobservice2,10,True,redisservice2,7,0.15729284286499023,1.5729284286499023,False,11,mobservice1,4,0.17904141545295715,1.7904141545295715,False,0,dbservice1,0,0.17711451649665833,1.7711451649665833,False,5,trace,5,2,True,True
0,63,328,2.0,4,mobservice1,10,True,redisservice2,7,0.1426992416381836,1.426992416381836,False,10,mobservice1,4,0.24669791758060455,2.4669791758060455,True,3,dbservice1,0,0.18845577538013458,1.8845577538013458,False,5,trace,5,2,False,True
0,64,334,2.0,4,mobservice1,10,True,redisservice2,7,0.14791536331176758,1.4791536331176758,False,5,mobservice1,4,0.21116100251674652,2.111610025167465,True,1,dbservice1,0,0.18018072843551636,1.8018072843551636,False,5,trace,5,2,False,True
0,65,337,2.0,4,mobservice1,10,True,logservice2,3,0.15120840072631836,1.5120840072631836,False,9,mobservice1,4,0.224533349275589,2.24533349275589,True,3,dbservice1,0,0.176544189453125,1.76544189453125,False,5,trace,5,2,False,True
0,66,357,2.0,4,mobservice1,10,True,redisservice2,7,0.156524658203125,1.56524658203125,False,12,mobservice1,4,0.1837383508682251,1.837383508682251,True,2,dbservice1,0,0.20349696278572083,2.0349696278572083,False,4,log,5,2,False,True
0,67,362,2.0,5,mobservice2,10,True,redisservice2,7,0.14871692657470703,1.4871692657470703,False,9,dbservice2,1,0.22558091580867767,2.2558091580867767,False,3,webservice1,8,0.1732224076986313,1.7322240769863129,False,1,trace,5,2,True,True
0,68,372,2.0,4,mobservice1,10,True,redisservice2,7,0.15951108932495117,1.5951108932495117,False,9,dbservice2,1,0.2670232057571411,2.670232057571411,False,2,dbservice1,0,0.20349696278572083,2.0349696278572083,False,4,trace,5,2,False,True
0,69,375,2.0,4,mobservice1,10,True,redisservice2,7,0.1597437858581543,1.597437858581543,False,9,dbservice2,1,0.3408863842487335,3.408863842487335,False,3,dbservice1,0,0.20863154530525208,2.0863154530525208,False,4,trace,5,2,False,True
0,70,386,2.0,5,mobservice2,10,True,redisservice2,7,0.13614749908447266,1.3614749908447266,False,14,dbservice2,1,0.24778738617897034,2.4778738617897034,False,2,dbservice1,0,0.21755030751228333,2.1755030751228333,False,4,trace,5,2,True,True
0,71,420,2.0,4,mobservice1,10,True,logservice2,3,0.16216564178466797,1.6216564178466797,False,10,dbservice2,1,0.2398446947336197,2.398446947336197,False,3,webservice1,8,0.14762762188911438,1.4762762188911438,False,5,trace,5,2,False,True
0,72,422,2.0,5,mobservice2,10,True,redisservice2,7,0.1506962776184082,1.506962776184082,False,12,mobservice2,5,0.1903558373451233,1.903558373451233,True,3,dbservice1,0,0.19071581959724426,1.9071581959724426,False,4,log,5,2,True,True
0,73,431,2.0,4,mobservice1,10,True,redisservice2,7,0.1621255874633789,1.621255874633789,False,5,dbservice2,1,0.28784793615341187,2.8784793615341187,False,1,dbservice1,0,0.19059200584888458,1.9059200584888458,False,5,trace,5,2,False,True
0,74,438,2.0,5,mobservice2,10,True,logservice2,3,0.14120769500732422,1.4120769500732422,False,20,redisservice1,6,0.16718749701976776,1.6718749701976776,False,1,dbservice1,0,0.18555358052253723,1.8555358052253723,False,5,log,5,2,True,True
0,75,446,2.0,4,mobservice1,10,True,logservice2,3,0.13408899307250977,1.3408899307250977,False,9,dbservice2,1,0.3089461326599121,3.089461326599121,False,3,dbservice1,0,0.16643962264060974,1.6643962264060974,False,4,trace,5,2,False,True
0,76,454,2.0,5,mobservice2,10,True,redisservice2,7,0.1389760971069336,1.389760971069336,False,10,dbservice1,0,0.18402856588363647,1.8402856588363647,False,1,webservice1,8,0.15449456870555878,1.5449456870555878,False,5,trace,5,2,True,True
0,77,456,2.0,4,mobservice1,10,True,logservice2,3,0.1468212604522705,1.468212604522705,False,10,mobservice1,4,0.19694074988365173,1.9694074988365173,True,1,dbservice1,0,0.1843530535697937,1.843530535697937,False,5,trace,5,2,False,True
0,78,463,2.0,4,mobservice1,10,True,redisservice2,7,0.15097665786743164,1.5097665786743164,False,8,mobservice1,4,0.23818793892860413,2.3818793892860413,True,3,dbservice1,0,0.2043018639087677,2.043018639087677,False,4,trace,5,2,False,True
0,79,467,2.0,4,mobservice1,10,True,logservice2,3,0.1418757438659668,1.418757438659668,False,13,mobservice1,4,0.22637318074703217,2.2637318074703217,True,2,dbservice1,0,0.18324680626392365,1.8324680626392365,False,5,trace,5,2,False,True
0,80,471,2.0,5,mobservice2,10,True,redisservice2,7,0.14720392227172852,1.4720392227172852,False,22,mobservice1,4,0.31942984461784363,3.1942984461784363,False,0,redisservice1,6,0.16073741018772125,1.6073741018772125,False,2,trace,5,2,True,True
0,81,472,2.0,5,mobservice2,10,True,logservice2,3,0.14252281188964844,1.4252281188964844,False,15,mobservice1,4,0.19651557505130768,1.9651557505130768,False,1,dbservice1,0,0.23125839233398438,2.3125839233398438,False,4,log,5,2,True,True
0,82,473,2.0,5,mobservice2,10,True,logservice2,3,0.14227676391601562,1.4227676391601562,False,15,dbservice2,1,0.28583085536956787,2.8583085536956787,False,5,dbservice1,0,0.18361476063728333,1.8361476063728333,False,5,trace,5,2,True,True
0,83,474,2.0,5,mobservice2,10,True,logservice2,3,0.15400123596191406,1.5400123596191406,False,12,redisservice1,6,0.2235276997089386,2.235276997089386,False,2,dbservice1,0,0.2158355712890625,2.158355712890625,False,4,trace,5,2,True,True
0,84,476,2.0,4,mobservice1,10,True,dbservice1,0,0.09671735763549805,0.9671735763549805,False,0,dbservice2,1,0.3128066062927246,3.128066062927246,False,2,dbservice1,0,0.19830897450447083,1.9830897450447083,False,4,trace,5,2,False,True
0,85,480,2.0,5,mobservice2,10,True,dbservice1,0,0.09671735763549805,0.9671735763549805,False,0,redisservice1,6,0.2057334929704666,2.057334929704666,False,2,dbservice1,0,0.21167758107185364,2.1167758107185364,False,4,log,5,2,True,True
0,86,489,2.0,5,mobservice2,10,True,dbservice1,0,0.09671735763549805,0.9671735763549805,False,0,redisservice1,6,0.25024691224098206,2.5024691224098206,False,2,dbservice1,0,0.17643757164478302,1.7643757164478302,False,5,trace,5,2,True,True
0,87,490,2.0,4,mobservice1,10,True,dbservice1,0,0.09671735763549805,0.9671735763549805,False,0,mobservice1,4,0.3559959828853607,3.559959828853607,True,3,dbservice1,0,0.18324680626392365,1.8324680626392365,False,5,trace,5,2,False,True
0,88,502,2.0,4,mobservice1,10,True,mobservice1,4,0.1753387451171875,1.753387451171875,True,18,redisservice1,6,0.34359365701675415,3.4359365701675415,False,3,dbservice1,0,0.1698671281337738,1.698671281337738,False,6,trace,4,2,True,True
0,89,506,2.0,4,mobservice1,10,True,mobservice1,4,0.15987229347229004,1.5987229347229004,True,8,redisservice1,6,0.281541109085083,2.81541109085083,False,2,dbservice1,0,0.17903631925582886,1.7903631925582886,False,5,trace,4,2,True,True
0,90,509,2.0,4,mobservice1,10,True,mobservice1,4,0.1765899658203125,1.765899658203125,True,5,mobservice1,4,0.323975145816803,3.23975145816803,True,3,dbservice1,0,0.21999263763427734,2.1999263763427734,False,4,trace,4,2,True,True
0,91,520,2.0,4,mobservice1,10,True,mobservice1,4,0.15967702865600586,1.5967702865600586,True,9,mobservice1,4,0.3094969391822815,3.094969391822815,True,4,redisservice2,7,0.1590011864900589,1.590011864900589,False,4,trace,4,2,True,True
0,92,530,2.0,4,mobservice1,10,True,mobservice1,4,0.15305376052856445,1.5305376052856445,True,11,mobservice1,4,0.30260318517684937,3.0260318517684937,True,3,dbservice1,0,0.18957996368408203,1.8957996368408203,False,5,trace,4,2,True,True
0,93,534,2.0,4,mobservice1,10,True,mobservice1,4,0.18158388137817383,1.8158388137817383,True,15,mobservice1,4,0.3271290957927704,3.271290957927704,True,3,dbservice1,0,0.20314598083496094,2.0314598083496094,False,4,trace,4,2,True,True
0,94,535,2.0,4,mobservice1,10,True,mobservice1,4,0.18336224555969238,1.8336224555969238,True,13,mobservice1,4,0.2808551490306854,2.8085514903068542,True,3,dbservice1,0,0.231510192155838,2.31510192155838,False,4,trace,4,2,True,True
0,95,536,2.0,4,mobservice1,10,True,mobservice1,4,0.1722416877746582,1.722416877746582,True,8,mobservice1,4,0.31020063161849976,3.1020063161849976,True,4,dbservice1,0,0.21167758107185364,2.1167758107185364,False,4,trace,4,2,True,True
0,96,545,2.0,4,mobservice1,10,True,mobservice1,4,0.17771434783935547,1.7771434783935547,True,14,mobservice1,4,0.32875749468803406,3.2875749468803406,True,3,dbservice1,0,0.19056224822998047,1.9056224822998047,False,5,trace,4,2,True,True
0,97,546,2.0,4,mobservice1,10,True,mobservice1,4,0.17705368995666504,1.7705368995666504,True,12,mobservice1,4,0.29607275128364563,2.9607275128364563,True,6,dbservice1,0,0.18324680626392365,1.8324680626392365,False,5,trace,4,2,True,True
0,98,555,2.0,4,mobservice1,10,True,mobservice1,4,0.18448281288146973,1.8448281288146973,True,20,mobservice1,4,0.33083510398864746,3.3083510398864746,True,4,dbservice1,0,0.16635571420192719,1.6635571420192719,False,6,trace,4,2,True,True
0,99,561,2.0,4,mobservice1,10,True,mobservice1,4,0.15880680084228516,1.5880680084228516,True,13,mobservice1,4,0.34179067611694336,3.4179067611694336,True,3,dbservice1,0,0.21167758107185364,2.1167758107185364,False,4,trace,4,2,True,True
0,100,570,2.0,4,mobservice1,10,True,mobservice1,4,0.1628246307373047,1.6282463073730469,True,28,mobservice1,4,0.30683717131614685,3.0683717131614685,True,4,dbservice1,0,0.20995143055915833,2.0995143055915833,False,4,trace,4,2,True,True
0,101,572,2.0,4,mobservice1,10,True,mobservice1,4,0.1932206153869629,1.932206153869629,True,24,mobservice1,4,0.30660736560821533,3.0660736560821533,True,3,redisservice2,7,0.17055965960025787,1.7055965960025787,False,4,trace,4,2,True,True
0,102,576,2.0,4,mobservice1,10,True,mobservice1,4,0.17686796188354492,1.7686796188354492,True,18,mobservice1,4,0.3426925241947174,3.426925241947174,True,3,redisservice2,7,0.17317931354045868,1.7317931354045868,False,2,trace,4,2,True,True
0,103,585,2.0,4,mobservice1,10,True,redisservice2,7,0.1568293571472168,1.568293571472168,False,17,mobservice1,4,0.30867820978164673,3.0867820978164673,True,3,dbservice1,0,0.19056224822998047,1.9056224822998047,False,5,trace,4,2,True,True
0,104,593,2.0,4,mobservice1,10,True,redisservice2,7,0.14994478225708008,1.4994478225708008,False,10,mobservice1,4,0.29691413044929504,2.9691413044929504,True,7,dbservice1,0,0.17449720203876495,1.7449720203876495,False,4,trace,4,2,True,True
0,105,600,2.0,4,mobservice1,10,True,redisservice2,7,0.14822101593017578,1.4822101593017578,False,11,redisservice1,6,0.23541641235351562,2.3541641235351562,False,2,dbservice1,0,0.243381530046463,2.43381530046463,False,4,log,4,2,True,True
0,106,604,2.0,4,mobservice1,10,True,logservice2,3,0.12671804428100586,1.2671804428100586,False,4,mobservice1,4,0.3028038740158081,3.028038740158081,True,3,dbservice1,0,0.17841453850269318,1.7841453850269318,False,5,trace,4,2,True,True
0,107,606,2.0,4,mobservice1,10,True,logservice2,3,0.13129854202270508,1.3129854202270508,False,4,mobservice1,4,0.26302945613861084,2.6302945613861084,True,5,dbservice1,0,0.19314005970954895,1.9314005970954895,False,4,trace,4,2,True,True
0,108,609,2.0,4,mobservice1,10,True,redisservice2,7,0.1319725513458252,1.319725513458252,False,11,mobservice1,4,0.2973163425922394,2.973163425922394,True,4,dbservice1,0,0.19504263997077942,1.9504263997077942,False,5,trace,4,2,True,True
0,109,611,2.0,4,mobservice1,10,True,redisservice2,7,0.14183998107910156,1.4183998107910156,False,6,mobservice1,4,0.3110963702201843,3.1109637022018433,True,4,redisservice2,7,0.16044390201568604,1.6044390201568604,False,4,trace,4,2,True,True
