index,datetime,service,instance,message,level,anomaly_type,st_time,ed_time,duration,data_type,old_index
38,2021-07-01,mobservice,mobservice1,"2021-07-01 16:27:50,550 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 8330995260c7c383 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:27:50.550000,2021-07-01 16:28:01.550000,11,train,30
39,2021-07-01,mobservice,mobservice1,"2021-07-01 16:32:40,001 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 84fbd482ba5238f6 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:32:40.001000,2021-07-01 16:32:51.001000,11,train,31
40,2021-07-01,mobservice,mobservice2,"2021-07-01 16:33:47,422 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 7f0ba338f1332dd3 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:33:47.422000,2021-07-01 16:33:58.422000,11,train,126
41,2021-07-01,mobservice,mobservice2,"2021-07-01 16:45:18,487 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-01 16:35:16.396970 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-01 16:35:18.487000,2021-07-01 16:45:18.487000,600,train,128
42,2021-07-01,mobservice,mobservice2,"2021-07-01 16:37:09,671 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | a33d8dc946016a2e | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:37:09.671000,2021-07-01 16:37:20.671000,11,train,127
43,2021-07-01,mobservice,mobservice1,"2021-07-01 16:38:17,785 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | ba6510bab530fedb | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:38:17.785000,2021-07-01 16:38:28.785000,11,train,32
44,2021-07-01,mobservice,mobservice1,"2021-07-01 16:43:52,026 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 62d8c5cb3b3fa1d8 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:43:52.026000,2021-07-01 16:44:03.026000,11,train,33
45,2021-07-01,mobservice,mobservice1,"2021-07-01 16:44:19,542 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | b3a9510e53cf7e68 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:44:19.542000,2021-07-01 16:44:30.542000,11,train,34
46,2021-07-01,mobservice,mobservice2,"2021-07-01 16:47:26,850 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 5ddde37049680dfe | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:47:26.850000,2021-07-01 16:47:37.850000,11,train,129
47,2021-07-01,mobservice,mobservice2,"2021-07-01 16:49:04,461 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 51b22d5d79955036 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:49:04.461000,2021-07-01 16:49:15.461000,11,train,130
48,2021-07-01,mobservice,mobservice2,"2021-07-01 16:52:31,621 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 6e83e4840d1d9696 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:52:31.621000,2021-07-01 16:52:42.621000,11,train,131
49,2021-07-01,mobservice,mobservice2,"2021-07-01 16:53:26,542 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 3be3b9252cee8083 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:53:26.542000,2021-07-01 16:53:37.542000,11,train,132
50,2021-07-01,mobservice,mobservice2,"2021-07-01 16:54:58,553 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | a1a683ba0bf1ec0e | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:54:58.553000,2021-07-01 16:55:09.553000,11,train,133
51,2021-07-01,mobservice,mobservice1,"2021-07-01 16:57:23,786 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | cd110b6ff74861d7 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:57:23.786000,2021-07-01 16:57:34.786000,11,train,35
52,2021-07-01,mobservice,mobservice1,"2021-07-01 16:58:40,977 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 91ae23f6fc1d6cd2 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:58:40.977000,2021-07-01 16:58:51.977000,11,train,36
53,2021-07-01,mobservice,mobservice2,"2021-07-01 16:58:56,376 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 1aaca6bea12e74ef | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:58:56.376000,2021-07-01 16:59:07.376000,11,train,134
54,2021-07-01,mobservice,mobservice2,"2021-07-01 16:59:42,230 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 8f885a2db83832ed | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:59:42.230000,2021-07-01 16:59:53.230000,11,train,135
55,2021-07-01,mobservice,mobservice2,"2021-07-01 16:59:47,658 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 7a987d3af6da9fa0 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 16:59:47.658000,2021-07-01 16:59:58.658000,11,train,136
56,2021-07-01,mobservice,mobservice1,"2021-07-01 17:03:28,777 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | d6b4bc1d1318918 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:03:28.777000,2021-07-01 17:03:39.777000,11,train,37
57,2021-07-01,mobservice,mobservice2,"2021-07-01 17:03:30,916 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | a25703c3313529b1 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:03:30.916000,2021-07-01 17:03:41.916000,11,train,137
58,2021-07-01,mobservice,mobservice1,"2021-07-01 17:04:07,086 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 5c501b40777a1e78 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:04:07.086000,2021-07-01 17:04:18.086000,11,train,38
59,2021-07-01,mobservice,mobservice1,"2021-07-01 17:04:18,426 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | aa9fe7246fdfc4ad | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:04:18.426000,2021-07-01 17:04:29.426000,11,train,39
60,2021-07-01,mobservice,mobservice2,"2021-07-01 17:11:46,227 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 8529ac8a5dc2e9fb | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:11:46.227000,2021-07-01 17:11:57.227000,11,train,138
61,2021-07-01,mobservice,mobservice2,"2021-07-01 17:12:16,839 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 7743a6510a57cbea | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:12:16.839000,2021-07-01 17:12:27.839000,11,train,139
62,2021-07-01,mobservice,mobservice1,"2021-07-01 17:12:29,846 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | c866dfca09fb55d1 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:12:29.846000,2021-07-01 17:12:40.846000,11,train,40
63,2021-07-01,mobservice,mobservice2,"2021-07-01 17:14:03,068 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 12e632cc3c125d97 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:14:03.068000,2021-07-01 17:14:14.068000,11,train,140
64,2021-07-01,mobservice,mobservice2,"2021-07-01 17:15:44,752 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 9452719451f5afe0 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:15:44.752000,2021-07-01 17:15:55.752000,11,train,141
65,2021-07-01,mobservice,mobservice1,"2021-07-01 17:17:17,046 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 6767b87d2a3df75f | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:17:17.046000,2021-07-01 17:17:28.046000,11,train,41
66,2021-07-01,mobservice,mobservice2,"2021-07-01 17:21:43,056 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | a26dfcdf0a61711c | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:21:43.056000,2021-07-01 17:21:54.056000,11,train,142
67,2021-07-01,mobservice,mobservice2,"2021-07-01 17:22:21,409 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 896d7a15e48058aa | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:22:21.409000,2021-07-01 17:22:32.409000,11,train,143
68,2021-07-01,mobservice,mobservice1,"2021-07-01 17:24:59,382 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 4b5d771c7e64091e | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:24:59.382000,2021-07-01 17:25:10.382000,11,train,42
69,2021-07-01,mobservice,mobservice2,"2021-07-01 17:26:39,606 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | eb218b15c0c15b78 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:26:39.606000,2021-07-01 17:26:50.606000,11,train,144
70,2021-07-01,mobservice,mobservice1,"2021-07-01 17:26:55,398 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 6d4323773fe95336 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:26:55.398000,2021-07-01 17:27:06.398000,11,train,43
71,2021-07-01,mobservice,mobservice2,"2021-07-01 17:27:59,210 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 790a10834fa4852e | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:27:59.210000,2021-07-01 17:28:10.210000,11,train,145
72,2021-07-01,mobservice,mobservice2,"2021-07-01 17:31:54,777 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 3670eb801c70b1b1 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:31:54.777000,2021-07-01 17:32:05.777000,11,train,146
73,2021-07-01,mobservice,mobservice1,"2021-07-01 17:32:50,841 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 87ff8c3d1805d726 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:32:50.841000,2021-07-01 17:33:01.841000,11,train,44
74,2021-07-01,mobservice,mobservice1,"2021-07-01 17:34:05,246 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 533e6519aaf8e843 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:34:05.246000,2021-07-01 17:34:16.246000,11,train,45
75,2021-07-01,mobservice,mobservice2,"2021-07-01 17:40:49,580 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 3d29973d34f5e2a9 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:40:49.580000,2021-07-01 17:41:00.580000,11,train,147
76,2021-07-01,mobservice,mobservice1,"2021-07-01 17:41:18,437 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 671582eea97bba21 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:41:18.437000,2021-07-01 17:41:29.437000,11,train,46
77,2021-07-01,mobservice,mobservice2,"2021-07-01 17:43:22,031 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 48c5153ae8df8188 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:43:22.031000,2021-07-01 17:43:33.031000,11,train,148
78,2021-07-01,mobservice,mobservice1,"2021-07-01 17:46:01,342 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 80d69d98e0e12cc9 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:46:01.342000,2021-07-01 17:46:12.342000,11,train,47
79,2021-07-01,mobservice,mobservice2,"2021-07-01 17:46:27,146 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | cf4f0075e65965df | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:46:27.146000,2021-07-01 17:46:38.146000,11,train,149
80,2021-07-01,mobservice,mobservice2,"2021-07-01 17:48:00,757 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 21c0f4660dd0f9d8 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:48:00.757000,2021-07-01 17:48:11.757000,11,train,150
81,2021-07-01,mobservice,mobservice1,"2021-07-01 17:49:03,566 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 93f9e8d73dae4606 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:49:03.566000,2021-07-01 17:49:14.566000,11,train,48
82,2021-07-01,mobservice,mobservice2,"2021-07-01 17:51:27,003 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | eec83213801c82e5 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:51:27.003000,2021-07-01 17:51:38.003000,11,train,151
83,2021-07-01,mobservice,mobservice1,"2021-07-01 17:55:24,889 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 209099809eb84380 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:55:24.889000,2021-07-01 17:55:35.889000,11,train,49
84,2021-07-01,mobservice,mobservice2,"2021-07-01 17:59:10,066 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | e4a500c3be894c6e | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-01 17:59:10.066000,2021-07-01 17:59:21.066000,11,train,152
